year,title,genre,avg_vote,movie_category,duration,length_category
1954,Robinson Crusoe,"Adventure, Drama",6.8,Average,90,Avg. Length Film
1954,Siraa Fil-Wadi,"Crime, Drama, Romance",7.6,Excellent,105,Avg. Length Film
1954,Dov'è la libertà...?,"Comedy, Drama",7.0,Excellent,93,Avg. Length Film
1954,Eight O'Clock Walk,"Crime, Drama",6.7,Average,87,Avg. Length Film
1954,New Faces,"Comedy, Musical",6.5,Average,98,Avg. Length Film
1954,L'affaire Maurizius,"Crime, Drama",6.7,Average,110,Avg. Length Film
1954,Avant le déluge,"Crime, Drama",6.8,Average,138,No Data
1954,Caballero a la medida,"Comedy, Drama",7.2,Excellent,100,Avg. Length Film
1954,Charade,"Comedy, Drama, Mystery",6.5,Average,83,Avg. Length Film
1954,Cómicos,Drama,6.9,Average,92,Avg. Length Film
1954,Donne proibite,Drama,5.7,Average,94,Avg. Length Film
1954,Due notti con Cleopatra,Comedy,4.9,Average,78,Avg. Length Film
1954,Fast and Loose,Comedy,5.7,Average,75,Avg. Length Film
1954,Feuerwerk,"Comedy, Musical, Romance",5.8,Average,97,Avg. Length Film
1954,The Great Diamond Robbery,"Comedy, Crime",6.0,Average,70,Avg. Length Film
1954,His Majesty O'Keefe,"Action, Adventure, Biograp",6.2,Average,91,Avg. Length Film
1954,La ilusión viaja en tranvía,"Comedy, Adventure, Drama",7.1,Excellent,90,Avg. Length Film
1954,The Love Lottery,"Comedy, Musical, Romance",5.5,Average,89,Avg. Length Film
1954,Il maestro di Don Giovanni,Adventure,6.3,Average,86,Avg. Length Film
1954,The Million Pound Note,"Comedy, Romance",6.9,Average,90,Avg. Length Film
1954,Il mostro dell'isola,"Crime, Thriller",2.7,Poor,87,Avg. Length Film
1954,Riders to the Stars,"Drama, Sci-Fi",5.5,Average,81,Avg. Length Film
1954,O scrisoare pierduta,Comedy,8.1,Excellent,135,No Data
1954,La spiaggia,"Comedy, Drama",7.1,Excellent,102,Avg. Length Film
1954,Star of India,"Adventure, Romance",5.6,Average,92,Avg. Length Film
1954,Le comte de Monte-Cristo,"Adventure, Drama, Romance",7.2,Excellent,183,No Data
1954,They Who Dare,"Drama, History, War",5.6,Average,107,Avg. Length Film
1954,Tiefland,"Drama, Romance, Musical",6.3,Average,99,Avg. Length Film
1954,Top Banana,"Comedy, Musical, Romance",5.5,Average,100,Avg. Length Film
1954,Touchez pas au grisbi,"Crime, Drama",7.8,Excellent,94,Avg. Length Film
1954,Trouble in the Glen,Comedy,5.6,Average,91,Avg. Length Film
