year,title,genre,avg_vote,movie_category,duration,length_category
2012,Foodfight!,"Animation, Action, Comedy",1.6,Poor,91,Avg. Length Film
2012,Life's a Beach,Comedy,3.7,Average,100,Avg. Length Film
2012,Dark Blood,Thriller,6.5,Average,86,Avg. Length Film
2012,On the Road,"Adventure, Drama, Romance",6.1,Average,124,No Data
2012,The Three Stooges,"Comedy, Family",5.0,Average,92,Avg. Length Film
2012,John Carter,"Action, Adventure, Sci-Fi",6.6,Average,132,No Data
2012,Gambit,"Comedy, Crime",5.7,Average,89,Avg. Length Film
2012,The Possession,"Horror, Mystery, Thriller",5.9,Average,92,Avg. Length Film
2012,Caleuche: El llamado del Mar,"Drama, Fantasy, Horror",4.8,Average,100,Avg. Length Film
2012,Lincoln,"Biography, Drama, History",7.3,Excellent,150,No Data
2012,Os Penetras,Comedy,5.4,Average,88,Avg. Length Film
2012,Life of Pi,"Adventure, Drama, Fantasy",7.9,Excellent,127,No Data
2012,Being Flynn,Drama,6.4,Average,102,Avg. Length Film
2012,Sushi in Suhl,"Comedy, Drama",6.4,Average,100,Avg. Length Film
2012,Red Tails,"Action, Drama, History",5.9,Average,125,No Data
2012,A Thousand Words,"Comedy, Drama",5.9,Average,91,Avg. Length Film
2012,The Attack,"Drama, Mystery, War",7.1,Excellent,102,Avg. Length Film
2012,Elliot Loves,"Comedy, Romance",6.1,Average,92,Avg. Length Film
2012,Jack Reacher,"Action, Crime, Thriller",7.0,Excellent,130,No Data
2012,The Yellow Wallpaper,Thriller,6.8,Average,115,Avg. Length Film
2012,Belle du Seigneur,"Drama, Romance",5.3,Average,104,Avg. Length Film
2012,The Do-Deca-Pentathlon,Comedy,6.0,Average,76,Avg. Length Film
2012,Gallowwalkers,"Action, Adventure, Fantasy",3.6,Average,90,Avg. Length Film
2012,The Babymakers,Comedy,4.9,Average,95,Avg. Length Film
2012,Hotel Transylvania,"Animation, Comedy, Family",7.1,Excellent,91,Avg. Length Film
2012,The Avengers,"Action, Adventure, Sci-Fi",8.0,Excellent,143,No Data
2012,Jack & Diane,"Drama, Horror, Romance",4.4,Average,110,Avg. Length Film
2012,Sir Billi,"Animation, Adventure, Come",3.7,Average,76,Avg. Length Film
2012,The Sweeney,"Action, Crime, Drama",6.1,Average,112,Avg. Length Film
2012,Evangelion Shin Gekijôban: Kyu,"Animation, Action, Drama",7.0,Excellent,96,Avg. Length Film
2012,Jewtopia,"Comedy, Romance",4.4,Average,90,Avg. Length Film
2012,The Hobbit: An Unexpected Journey,"Adventure, Family, Fantasy",7.8,Excellent,169,No Data
2012,The Grind,"Crime, Thriller",2.5,Poor,85,Avg. Length Film
2012,Freaky Deaky,"Comedy, Crime, Thriller",6.2,Average,90,Avg. Length Film
2012,Silent Hill: Revelation,Horror,5.0,Average,95,Avg. Length Film
2012,The Amazing Spider-Man,"Action, Sci-Fi",6.9,Average,136,No Data
2012,Strange Frame: Love & Sax,"Animation, Crime, Music",7.1,Excellent,98,Avg. Length Film
2012,Hitchcock,"Biography, Comedy, Drama",6.8,Average,98,Avg. Length Film
2012,Four,"Drama, Romance",5.8,Average,75,Avg. Length Film
2012,You're Nobody 'til Somebody Kills You,"Horror, Thriller",3.1,Average,86,Avg. Length Film
2012,The Courier,"Action, Crime, Drama",4.5,Average,95,Avg. Length Film
2012,Argo,"Biography, Drama, Thriller",7.7,Excellent,120,No Data
2012,The People I've Slept With,Comedy,4.8,Average,89,Avg. Length Film
2012,Iron Sky,"Action, Comedy, Sci-Fi",5.9,Average,93,Avg. Length Film
2012,Everyday,Drama,6.2,Average,106,Avg. Length Film
2012,The Story of Luke,"Comedy, Drama",7.2,Excellent,96,Avg. Length Film
2012,Silver Linings Playbook,"Comedy, Drama, Romance",7.7,Excellent,122,No Data
2012,Song for Marion,"Comedy, Drama, Music",7.0,Excellent,90,Avg. Length Film
2012,Parental Guidance,"Comedy, Family",6.0,Average,105,Avg. Length Film
2012,Pablo,"Animation, Biography",6.6,Average,90,Avg. Length Film
2012,Transit,"Action, Crime, Thriller",5.8,Average,88,Avg. Length Film
2012,The Amazing Adventures of the Living Corpse,"Animation, Action, Fantasy",3.5,Average,88,Avg. Length Film
2012,Skyfall,"Action, Adventure, Thrille",7.7,Excellent,143,No Data
2012,Dark Shadows,"Comedy, Fantasy, Horror",6.2,Average,113,Avg. Length Film
2012,The Girl from the Naked Eye,"Action, Crime, Mystery",4.8,Average,84,Avg. Length Film
2012,Espacio interior,Drama,6.8,Average,89,Avg. Length Film
2012,BuzzKill,Comedy,4.5,Average,94,Avg. Length Film
2012,Cut/Print,"Horror, Thriller",4.7,Average,92,Avg. Length Film
2012,Between Us,Drama,4.6,Average,90,Avg. Length Film
