year,title,genre,avg_vote,movie_category,duration,length_category
1958,Styrmand Karlsen,"Comedy, Family",6.5,Average,108,Avg. Length Film
1958,Escuela de rateros,"Comedy, Crime",6.8,Average,95,Avg. Length Film
1958,Pekka ja Pätkä Suezilla,Comedy,5.4,Average,74,Avg. Length Film
1958,"La Tour, prends garde!","Adventure, Drama",5.3,Average,82,Avg. Length Film
1958,Les amants de Montparnasse,"Biography, Drama",7.4,Excellent,108,Avg. Length Film
1958,El ataúd del Vampiro,"Mystery, Thriller, Horror",5.9,Average,80,Avg. Length Film
1958,Les bijoutiers du clair de lune,"Crime, Thriller, Drama",5.6,Average,95,Avg. Length Film
1958,Chase a Crooked Shadow,"Crime, Mystery, Thriller",7.1,Excellent,88,Avg. Length Film
1958,Davy,"Comedy, Drama",6.0,Average,83,Avg. Length Film
1958,The Deep Six,"Drama, War",6.2,Average,105,Avg. Length Film
1958,Delo bylo v Penkove,"Drama, Romance",7.5,Excellent,100,Avg. Length Film
1958,Devushka bez adresa,"Comedy, Romance",7.2,Excellent,90,Avg. Length Film
1958,Eroica,"Comedy, Drama",7.5,Excellent,87,Avg. Length Film
1958,Le fatiche di Ercole,"Adventure, Fantasy",5.4,Average,104,Avg. Length Film
1958,The Female Animal,"Drama, Film-Noir, Romance",6.2,Average,84,Avg. Length Film
1958,Fiend Without a Face,"Horror, Sci-Fi",6.2,Average,75,Avg. Length Film
1958,Giovani mariti,"Comedy, Romance",6.7,Average,98,Avg. Length Film
1958,Half Human: The Story of the Abominable Snowman,"Horror, Sci-Fi",3.3,Average,63,Avg. Length Film
1958,Madhumati,"Fantasy, Musical, Mystery",8.1,Excellent,110,Avg. Length Film
1958,Maigret tend un piège,"Crime, Drama",7.2,Excellent,119,Avg. Length Film
1958,Il marito,Comedy,6.7,Average,82,Avg. Length Film
1958,Mon oncle,Comedy,7.8,Excellent,116,Avg. Length Film
1958,Les misérables,Drama,7.5,Excellent,210,No Data
1958,La momia azteca contra el robot humano,"Horror, Sci-Fi",2.4,Poor,65,Avg. Length Film
1958,The Moonraker,"Action, Adventure, Drama",6.0,Average,82,Avg. Length Film
1958,Poslusne hlásím,"Comedy, War",7.4,Excellent,91,Avg. Length Film
1958,The Revenge of Frankenstein,"Horror, Sci-Fi",6.8,Average,90,Avg. Length Film
1958,Rockets Galore,Comedy,6.1,Average,94,Avg. Length Film
1958,Saddle the Wind,Western,6.6,Average,84,Avg. Length Film
1958,Scampolo,"Romance, Comedy",6.4,Average,89,Avg. Length Film
1958,The Strange World of Planet X,"Drama, Sci-Fi, Horror",4.9,Average,75,Avg. Length Film
1958,Tamango,"Drama, History",6.5,Average,104,Avg. Length Film
1958,Tank Battalion,"War, Drama",4.0,Average,80,Avg. Length Film
1958,Teenage Monster,"Horror, Sci-Fi, Western",3.4,Average,65,Avg. Length Film
1958,To teleftaio psemma,Drama,7.8,Excellent,112,Avg. Length Film
1958,El tigre de Chamberí,Comedy,5.9,Average,80,Avg. Length Film
1958,Ulitsa polna neozhidannostey,"Comedy, Crime",7.1,Excellent,73,Avg. Length Film
1958,L'uomo di paglia,Drama,7.0,Excellent,108,Avg. Length Film
1958,La venganza,Drama,6.9,Average,122,No Data
1958,La vida por delante,Comedy,7.2,Excellent,90,Avg. Length Film
1958,Das Wirtshaus im Spessart,"Comedy, Musical, Adventure",6.4,Average,99,Avg. Length Film
1958,Womaneater,"Horror, Sci-Fi",4.6,Average,70,Avg. Length Film
1958,Six-Five Special,Musical,5.6,Average,85,Avg. Length Film
1958,The 7th Voyage of Sinbad,"Action, Adventure, Family",7.1,Excellent,88,Avg. Length Film
1958,Ajantrik,Drama,7.7,Excellent,102,Avg. Length Film
1958,Alive and Kicking,Comedy,6.5,Average,94,Avg. Length Film
1958,Ambush at Cimarron Pass,Western,5.4,Average,73,Avg. Length Film
1958,Andy Hardy Comes Home,Comedy,6.0,Average,80,Avg. Length Film
1958,Ankokugai no bijo,"Crime, Drama, Thriller",6.9,Average,87,Avg. Length Film
1958,Anna Lucasta,Drama,6.8,Average,97,Avg. Length Film
1958,Anna di Brooklyn,"Comedy, Romance",5.9,Average,105,Avg. Length Film
1958,"Another Time, Another Place","Drama, Romance, War",5.9,Average,91,Avg. Length Film
1958,Ansiktet,"Comedy, Drama",7.7,Excellent,101,Avg. Length Film
1958,Anzukko,Drama,6.9,Average,110,Avg. Length Film
1958,Apache Territory,"Action, Western",5.8,Average,71,Avg. Length Film
1958,Der Arzt von Stalingrad,"Drama, Romance, War",6.3,Average,110,Avg. Length Film
1958,Ascenseur pour l'échafaud,"Crime, Drama, Thriller",8.0,Excellent,91,Avg. Length Film
1958,Attack of the 50 Foot Woman,"Horror, Sci-Fi",5.1,Average,65,Avg. Length Film
1958,Attack of the Puppet People,"Sci-Fi, Horror",5.0,Average,79,Avg. Length Film
1958,Auntie Mame,"Comedy, Drama, Romance",7.9,Excellent,143,No Data
1958,Cairo Station,"Comedy, Crime, Drama",7.7,Excellent,77,Avg. Length Film
1958,The Badlanders,"Romance, Western",6.4,Average,85,Avg. Length Film
1958,Badman's Country,"Action, Adventure, Western",5.6,Average,68,Avg. Length Film
1958,The Barbarian and the Geisha,"Adventure, Drama, History",5.6,Average,105,Avg. Length Film
1958,Bari Theke Paliye,Drama,7.4,Excellent,124,No Data
1958,Battle of the V-1,"Drama, War",5.6,Average,104,Avg. Length Film
