year,title,genre,avg_vote,movie_category,duration,length_category
1975,Eliza's Horoscope,Drama,4.6,Average,120,No Data
1975,The Amorous Milkman,Comedy,2.3,Poor,86,Avg. Length Film
1975,The Immoral Three,Action,4.4,Average,74,Avg. Length Film
1975,El monte de las brujas,Horror,3.9,Average,80,Avg. Length Film
1975,La encadenada,Thriller,5.8,Average,87,Avg. Length Film
1975,"Libera, amore mio!",Drama,6.9,Average,110,Avg. Length Film
1975,Una libélula para cada muerto,"Mystery, Thriller",5.7,Average,85,Avg. Length Film
1975,Anderusen dôwa ningyo-hime,"Animation, Adventure, Fami",7.4,Excellent,68,Avg. Length Film
1975,The Manchu Eagle Murder Caper Mystery,"Comedy, Mystery, Crime",5.8,Average,80,Avg. Length Film
1975,Poor Pretty Eddie,"Crime, Thriller",5.6,Average,92,Avg. Length Film
1975,Satanico Pandemonium: La Sexorcista,"Horror, Mystery, Thriller",6.2,Average,89,Avg. Length Film
1975,Seljacka buna 1573,"Drama, History, War",6.9,Average,145,No Data
1975,Trip with the Teacher,"Crime, Drama, Horror",4.4,Average,91,Avg. Length Film
1975,La venganza de la momia,Horror,5.7,Average,91,Avg. Length Film
1975,Abigail Lesley Is Back in Town,"Drama, Romance",5.8,Average,100,Avg. Length Film
1975,Actorul si salbaticii,"Comedy, Drama, Family",8.7,Excellent,150,No Data
1975,Das Amulett des Todes,Thriller,4.9,Average,80,Avg. Length Film
1975,El asesino de muñecas,"Drama, Horror",5.5,Average,98,Avg. Length Film
1975,"Avtomobil, skripka i sobaka Klyaksa","Family, Musical",6.9,Average,101,Avg. Length Film
1975,Blazing Stewardesses,"Comedy, Western",2.4,Poor,95,Avg. Length Film
1975,La cage,"Crime, Drama",6.0,Average,100,Avg. Length Film
1975,La chair de l'orchidée,"Drama, Thriller",5.9,Average,110,Avg. Length Film
1975,Zhong lie tu,"Action, Drama, History",6.9,Average,102,Avg. Length Film
1975,La città gioca d'azzardo,"Action, Crime, Drama",6.6,Average,101,Avg. Length Film
1975,Colpo in canna,"Action, Crime",5.0,Average,96,Avg. Length Film
1975,Coonskin,"Animation, Action, Comedy",6.6,Average,100,Avg. Length Film
1975,Dong kai ji,"Action, Adventure",6.5,Average,101,Avg. Length Film
1975,Deadly Strangers,Thriller,6.5,Average,88,Avg. Length Film
1975,Dersu Uzala,"Adventure, Biography, Dram",8.3,Excellent,142,No Data
1975,Diálogos de exiliados,"Comedy, Drama",6.9,Average,100,Avg. Length Film
1975,Dupont Lajoie,Drama,7.3,Excellent,100,Avg. Length Film
1975,La endemoniada,Horror,4.9,Average,90,Avg. Length Film
1975,Malocchio,"Crime, Horror, Mystery",4.8,Average,106,Avg. Length Film
1975,Exorcismo,Horror,4.8,Average,90,Avg. Length Film
1975,Falsche Bewegung,Drama,7.0,Excellent,103,Avg. Length Film
1975,Fantozzi,Comedy,8.0,Excellent,108,Avg. Length Film
1975,Xue di zi,"Action, Drama",6.7,Average,111,Avg. Length Film
1975,Gatti rossi in un labirinto di vetro,"Mystery, Thriller",5.9,Average,100,Avg. Length Film
1975,Gina,"Crime, Drama",6.4,Average,95,Avg. Length Film
1975,Le Gitan,"Crime, Drama",6.3,Average,102,Avg. Length Film
1975,The Great McGonagall,"Biography, Comedy",5.0,Average,95,Avg. Length Film
1975,Ilsa: She Wolf of the SS,"Drama, Horror, Thriller",5.1,Average,96,Avg. Length Film
1975,Inn of the Damned,"Crime, Horror, Thriller",4.7,Average,118,Avg. Length Film
1975,Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,"Comedy, Fantasy, Romance",7.6,Excellent,96,Avg. Length Film
1975,Jutalomutazás,Comedy,6.9,Average,85,Avg. Length Film
1975,Lifespan,"Drama, Mystery, Sci-Fi",5.7,Average,77,Avg. Length Film
1975,Lina Braake,Comedy,6.9,Average,85,Avg. Length Film
1975,The Maids,"Drama, Romance",6.4,Average,95,Avg. Length Film
