year,title,genre,avg_vote,movie_category,duration,length_category
1952,La macchina ammazzacattivi,"Comedy, Fantasy",6.7,Average,80,Avg. Length Film
1952,El bombero atómico,"Comedy, Drama",7.3,Excellent,95,Avg. Length Film
1952,Ahí viene Martín Corona,"Comedy, Drama, Western",7.1,Excellent,87,Avg. Length Film
1952,Casque d'or,"Crime, Drama, Romance",7.7,Excellent,96,Avg. Length Film
1952,El ceniciento,Comedy,7.0,Excellent,95,Avg. Length Film
1952,Chained for Life,"Crime, Drama, Film-Noir",4.2,Average,81,Avg. Length Film
1952,The Cimarron Kid,Western,6.4,Average,84,Avg. Length Film
1952,The Emperor and the Golem,"Comedy, Fantasy",8.1,Excellent,144,No Data
1952,Europa '51,Drama,7.5,Excellent,118,Avg. Length Film
1952,Flaming Feather,Western,5.9,Average,77,Avg. Length Film
1952,Hallo Dienstmann,Comedy,6.5,Average,105,Avg. Length Film
1952,Hong Kong,"Adventure, Comedy, Drama",5.3,Average,94,Avg. Length Film
1952,Ibn el Nil,"Drama, Romance, Thriller",6.9,Average,125,No Data
1952,Imbarco a mezzanotte,Drama,6.5,Average,90,Avg. Length Film
1952,Jeux interdits,"Drama, War",8.1,Excellent,86,Avg. Length Film
1952,Araki Mataemon: Kettô kagiya no tsuji,"Action, Adventure, Drama",6.6,Average,82,Avg. Length Film
1952,Lone Star,"Action, Adventure, History",6.2,Average,94,Avg. Length Film
1952,Una mujer sin amor,Drama,6.5,Average,85,Avg. Length Film
1952,Nachts auf den Straßen,Drama,7.0,Excellent,112,Avg. Length Film
1952,Has Anybody Seen My Gal,Comedy,7.1,Excellent,88,Avg. Length Film
1952,Don Camillo,Comedy,7.7,Excellent,107,Avg. Length Film
1952,Sailor Beware,"Comedy, Musical, Romance",6.4,Average,108,Avg. Length Film
1952,Lo sceicco bianco,"Comedy, Drama",7.2,Excellent,86,Avg. Length Film
1952,Secret People,"Crime, Drama",6.3,Average,96,Avg. Length Film
1952,Les sept péchés capitaux,Drama,6.5,Average,148,No Data
1952,Shadow in the Sky,Drama,6.7,Average,78,Avg. Length Film
1952,Subida al cielo,Comedy,7.0,Excellent,85,Avg. Length Film
1952,Totò e i re di Roma,"Comedy, Drama",6.6,Average,104,Avg. Length Film
1952,The Treasure of Lost Canyon,"Adventure, Western",6.3,Average,82,Avg. Length Film
1952,1. April 2000,"Comedy, Fantasy, Romance",5.8,Average,105,Avg. Length Film
1952,5 Fingers,"Drama, Film-Noir, Thriller",7.7,Excellent,108,Avg. Length Film
1952,Aan,"Action, Adventure, Drama",7.1,Excellent,161,No Data
1952,Aaron Slick from Punkin Crick,"Comedy, Drama, Musical",5.2,Average,95,Avg. Length Film
1952,Abbott and Costello Meet Captain Kidd,"Adventure, Comedy, Music",5.9,Average,70,Avg. Length Film
1952,About Face,"Comedy, Musical, Romance",5.4,Average,94,Avg. Length Film
1952,Above and Beyond,"Action, Biography, Drama",6.9,Average,122,No Data
1952,Actors and Sin,"Comedy, Drama",5.3,Average,82,Avg. Length Film
1952,24 timer af en kvindes liv,"Drama, Romance",5.3,Average,90,Avg. Length Film
1952,Affair in Trinidad,"Crime, Drama, Film-Noir",6.7,Average,98,Avg. Length Film
1952,African Treasure,Adventure,5.5,Average,70,Avg. Length Film
