year,title,genre,avg_vote,movie_category,duration,length_category
1991,Abhimanyu,"Crime, Drama, Musical",7.1,Excellent,140,No Data
1991,Jiang shi zhi zun,"Comedy, Horror",6.5,Average,88,Avg. Length Film
1991,La casa del sorriso,"Drama, Romance",6.7,Average,110,Avg. Length Film
1991,Committed,"Drama, Thriller",5.0,Average,90,Avg. Length Film
1991,El heroob,"Action, Crime, Drama",7.6,Excellent,122,No Data
1991,Jericó,"Adventure, Drama",6.9,Average,90,Avg. Length Film
1991,Qi wang,Drama,7.1,Excellent,109,Avg. Length Film
1991,Paprika,Drama,5.6,Average,99,Avg. Length Film
1991,Spirit of the Eagle,"Adventure, Drama",5.7,Average,93,Avg. Length Film
1991,They Call Me Macho Woman!,"Action, Comedy",3.9,Average,81,Avg. Length Film
1991,Afganskiy izlom,War,7.0,Excellent,140,No Data
1991,The Arrival,"Horror, Sci-Fi",4.0,Average,103,Avg. Length Film
1991,Aux yeux du monde,"Drama, Thriller",6.1,Average,95,Avg. Length Film
1991,L'autostop,Comedy,5.8,Average,56,Short Film
1991,Bandidos,"Action, Adventure, War",6.7,Average,95,Avg. Length Film
1991,Buddy's Song,"Drama, Music",5.1,Average,105,Avg. Length Film
1991,Chaindance,"Crime, Drama",6.4,Average,109,Avg. Length Film
1991,Caruga,"Adventure, Biography, Come",7.3,Excellent,108,Avg. Length Film
1991,Ciudad de ciegos,Drama,6.2,Average,87,Avg. Length Film
1991,Complex World,"Action, Comedy, Musical",4.8,Average,81,Avg. Length Film
1991,La condanna,Drama,6.1,Average,92,Avg. Length Film
1991,Convicts,Drama,5.8,Average,93,Avg. Length Film
1991,Cover-Up,"Action, Thriller",4.4,Average,90,Avg. Length Film
1991,Deathstalker IV: Match of Titans,"Action, Adventure, Fantasy",3.7,Average,85,Avg. Length Film
1991,December Bride,Drama,6.4,Average,88,Avg. Length Film
1991,Defenseless,"Mystery, Thriller",5.7,Average,104,Avg. Length Film
1991,Dream Machine,"Action, Comedy, Crime",5.3,Average,88,Avg. Length Film
1991,Dune Warriors,"Action, Adventure, Sci-Fi",3.9,Average,80,Avg. Length Film
1991,Fei ying gai wak,"Action, Adventure, Comedy",7.3,Excellent,106,Avg. Length Film
1991,Firehead,"Action, Sci-Fi, Thriller",2.7,Poor,88,Avg. Length Film
1991,Flight of the Intruder,"Action, Drama, Thriller",5.8,Average,115,Avg. Length Film
1991,Games of Desire,Drama,3.5,Average,80,Avg. Length Film
1991,Going Under,Comedy,3.4,Average,80,Avg. Length Film
1991,"Génial, mes parents divorcent!",Comedy,5.3,Average,95,Avg. Length Film
1991,Iskushenie B.,"Drama, Sci-Fi",6.8,Average,84,Avg. Length Film
1991,Killer Tomatoes Strike Back!,"Action, Comedy, Horror",3.6,Average,87,Avg. Length Film
1991,Last Call,"Drama, Thriller",4.0,Average,90,Avg. Length Film
1991,Lung dik chuen yan,Comedy,6.4,Average,96,Avg. Length Film
1991,Midnight Fear,Thriller,4.8,Average,89,Avg. Length Film
1991,The Holy Virgin vs. the Evil Dead,"Action, Horror",5.3,Average,92,Avg. Length Film
1991,Mom,"Comedy, Horror",5.1,Average,95,Avg. Length Film
1991,Money,"Drama, Thriller",5.1,Average,105,Avg. Length Film
1991,Motýlí cas,"Animation, Family, Fantasy",6.6,Average,84,Avg. Length Film
1991,L'opération Corned Beef,"Action, Comedy, Romance",6.1,Average,105,Avg. Length Film
1991,The Pit and the Pendulum,"Horror, Romance",6.0,Average,97,Avg. Length Film
1991,Poslední motýl,"Drama, War",7.0,Excellent,118,Avg. Length Film
1991,Psychic,"Horror, Thriller",5.2,Average,92,Avg. Length Film
1991,Rama Dama,"Drama, Romance",6.3,Average,107,Avg. Length Film
1991,Rich Girl,Drama,6.2,Average,96,Avg. Length Film
1991,Riff-Raff,"Comedy, Drama",7.1,Excellent,95,Avg. Length Film
1991,Rock 'n' Roll High School Forever,"Comedy, Music",4.9,Average,95,Avg. Length Film
1991,The Runestone,"Adventure, Comedy, Fantasy",4.9,Average,105,Avg. Length Film
1991,Sale comme un ange,"Drama, Romance",5.8,Average,102,Avg. Length Film
1991,La setta,Horror,6.2,Average,125,No Data
1991,Steel and Lace,"Action, Horror, Sci-Fi",4.9,Average,90,Avg. Length Film
1991,Sto dney do prikaza,Drama,5.4,Average,71,Avg. Length Film
1991,Prica iz Hrvatske,Drama,6.8,Average,95,Avg. Length Film
1991,Sukiny deti,"Comedy, Drama",7.0,Excellent,98,Avg. Length Film
1991,La tarea,"Comedy, Drama",6.3,Average,85,Avg. Length Film
1991,The Terror Within II,"Horror, Sci-Fi",4.3,Average,90,Avg. Length Film
1991,Tichá bolest,Drama,7.6,Excellent,95,Avg. Length Film
1991,Till There Was You,"Adventure, Drama, Mystery",5.2,Average,90,Avg. Length Film
1991,Time Barbarians,"Fantasy, Sci-Fi",3.1,Average,96,Avg. Length Film
1991,Todo por la pasta,Thriller,6.1,Average,88,Avg. Length Film
1991,Ultrà,"Drama, Sport",6.5,Average,95,Avg. Length Film
1991,La vie des morts,Drama,6.7,Average,54,Short Film
1991,Voci dal profondo,"Horror, Mystery, Thriller",5.1,Average,91,Avg. Length Film
1991,Vrijeme ratnika,"Action, Drama",6.0,Average,95,Avg. Length Film
1991,Wei Si Li zhi ba wang xie jia,"Action, Adventure, Fantasy",6.1,Average,102,Avg. Length Film
1991,Yôkai hantâ: Hiruko,"Comedy, Fantasy, Horror",5.9,Average,89,Avg. Length Film
1991,Zandalee,"Drama, Romance, Thriller",4.4,Average,100,Avg. Length Film
1991,Chung hang sei hoi,"Action, Comedy, Crime",6.8,Average,108,Avg. Length Film
1991,100 Days,"Horror, Romance, Thriller",6.6,Average,161,No Data
