year,title,genre,avg_vote,movie_category,duration,length_category
1964,Kawaita hana,"Action, Crime",7.8,Excellent,96,Avg. Length Film
1964,Prima della rivoluzione,"Drama, Romance",7.0,Excellent,115,Avg. Length Film
1964,Sin in the Suburbs,Drama,6.4,Average,88,Avg. Length Film
1964,La strage dei vampiri,Horror,5.2,Average,72,Avg. Length Film
1964,Blind Corner,"Crime, Drama",6.7,Average,80,Avg. Length Film
1964,Cent mille dollars au soleil,"Action, Adventure, Comedy",7.1,Excellent,130,No Data
1964,Cerný Petr,"Comedy, Drama",7.1,Excellent,85,Avg. Length Film
1964,Children of the Damned,"Drama, Horror, Mystery",6.2,Average,90,Avg. Length Film
1964,The Comedy Man,Drama,7.0,Excellent,92,Avg. Length Film
1964,La donna scimmia,"Comedy, Drama",7.4,Excellent,93,Avg. Length Film
1964,Dr. Strangelove or: How I Learned to Stop Worrying ,Comedy,8.4,Excellent,95,Avg. Length Film
1964,Let's Rob the Bank,"Comedy, Crime",6.7,Average,88,Avg. Length Film
1964,Father Came Too!,Comedy,6.4,Average,91,Avg. Length Film
1964,French Dressing,"Comedy, Drama",5.9,Average,86,Avg. Length Film
1964,Fuego,"Horror, Thriller",5.9,Average,90,Avg. Length Film
1964,Il giovedì,Drama,7.1,Excellent,105,Avg. Length Film
1964,Gunfighters of Casa Grande,Western,4.7,Average,90,Avg. Length Film
1964,Hattyúdal,"Comedy, Drama",7.0,Excellent,100,Avg. Length Film
1964,The Horror of It All,"Comedy, Horror, Mystery",4.7,Average,75,Avg. Length Film
1964,The Incredibly Strange Creatures Who Stopped Living,Horror,2.2,Poor,82,Avg. Length Film
1964,Kissin' Cousins,"Comedy, Musical, Romance",5.4,Average,96,Avg. Length Film
1964,The Leather Boys,"Drama, Romance",7.1,Excellent,108,Avg. Length Film
1964,The Long Ships,"Adventure, Drama, History",6.1,Average,126,No Data
1964,La cripta e l'incubo,Horror,5.8,Average,82,Avg. Length Film
1964,Old Shatterhand,"Western, Adventure",6.2,Average,122,No Data
1964,Pacsirta,Drama,7.4,Excellent,93,Avg. Length Film
1964,Dandelions by the Roots,Comedy,5.9,Average,95,Avg. Length Film
1964,La ragazza di Bube,"Crime, Drama",7.0,Excellent,111,Avg. Length Film
1964,Ring of Spies,"Crime, Drama, Thriller",6.9,Average,90,Avg. Length Film
1964,Sodrásban,Drama,7.6,Excellent,81,Avg. Length Film
1964,This Is My Street,Drama,6.5,Average,94,Avg. Length Film
1964,Françoise ou La vie conjugale,Drama,7.0,Excellent,112,Avg. Length Film
1964,Ya shagayu po Moskve,"Comedy, Romance",7.9,Excellent,78,Avg. Length Film
1964,Zhivye i myortvye,"Drama, War",7.5,Excellent,201,No Data
1964,3 Nuts in Search of a Bolt,Comedy,4.8,Average,79,Avg. Length Film
1964,36 Hours,"Thriller, War",7.3,Excellent,115,Avg. Length Film
1964,491,"Crime, Drama",5.7,Average,110,Avg. Length Film
1964,633 Squadron,"Drama, War",6.4,Average,102,Avg. Length Film
1964,7 Faces of Dr. Lao,"Fantasy, Mystery, Western",7.3,Excellent,100,Avg. Length Film
1964,The 7th Dawn,"Adventure, Drama, War",6.4,Average,123,No Data
1964,Advance to the Rear,"Comedy, War, Western",5.9,Average,100,Avg. Length Film
1964,Akai satsui,Drama,7.8,Excellent,150,No Data
1964,Alexis Zorbas,"Comedy, Drama",7.7,Excellent,142,No Data
1964,Allez France!,Comedy,6.2,Average,90,Avg. Length Film
1964,The Americanization of Emily,"Comedy, Drama, War",7.4,Excellent,115,Avg. Length Film
1964,Les amitiés particulières,Drama,7.6,Excellent,100,Avg. Length Film
1964,L'amore primitivo,Comedy,5.1,Average,83,Avg. Length Film
1964,"Angélique, marquise des anges","Adventure, Drama, History",6.9,Average,115,Avg. Length Film
1964,Apache Rifles,Western,6.1,Average,92,Avg. Length Film
1964,Back Door to Hell,"War, Drama",5.3,Average,75,Avg. Length Film
1964,Bande à part,"Comedy, Crime, Drama",7.8,Excellent,95,Avg. Length Film
1964,Les Barbouzes,"Comedy, Action, Thriller",7.0,Excellent,109,Avg. Length Film
1964,The Bargee,Comedy,6.3,Average,102,Avg. Length Film
1964,Batman Dracula,Drama,4.8,Average,54,Short Film
1964,"The Beautiful, the Bloody, and the Bare","Drama, Horror",3.6,Average,64,Avg. Length Film
1964,Becket,"Biography, Drama, History",7.8,Excellent,148,No Data
1964,Bedtime Story,Comedy,6.8,Average,99,Avg. Length Film
1964,Behold a Pale Horse,"Drama, War",6.8,Average,118,Avg. Length Film
1964,The Best Man,Drama,7.6,Excellent,102,Avg. Length Film
1964,Bikini Beach,"Comedy, Music, Romance",5.5,Average,99,Avg. Length Film
1964,Black Like Me,Drama,6.8,Average,105,Avg. Length Film
1964,The Black Torment,"Horror, Mystery",5.8,Average,90,Avg. Length Film
1964,Blood on the Arrow,Western,4.8,Average,91,Avg. Length Film
1964,Bláznova kronika,"Adventure, Comedy, Fantasy",7.0,Excellent,82,Avg. Length Film
1964,The Brass Bottle,"Comedy, Fantasy",6.5,Average,89,Avg. Length Film
1964,The Brig,Drama,7.1,Excellent,68,Avg. Length Film
1964,Bullet for a Badman,Western,6.4,Average,80,Avg. Length Film
1964,The Carpetbaggers,"Drama, Romance",6.5,Average,150,No Data
1964,Carry On Cleo,"Adventure, Comedy, History",6.7,Average,92,Avg. Length Film
1964,Carry On Jack,"Adventure, Comedy, Romance",5.9,Average,91,Avg. Length Film
1964,Carry on Spying,Comedy,6.2,Average,87,Avg. Length Film
1964,Il castello dei morti vivi,"Horror, Sci-Fi, Thriller",5.7,Average,91,Avg. Length Film
1964,Le repas des fauves,"Drama, War",7.0,Excellent,99,Avg. Length Film
1964,The Chalk Garden,"Drama, Mystery",7.3,Excellent,106,Avg. Length Film
1964,Charulata,"Drama, Romance",8.2,Excellent,117,Avg. Length Film
1964,La chasse à l'homme,Comedy,6.4,Average,100,Avg. Length Film
1964,Le chat dans le sac,Drama,7.6,Excellent,74,Avg. Length Film
1964,Che fine ha fatto Totò baby?,Comedy,6.3,Average,110,Avg. Length Film
1964,Cheyenne Autumn,"Drama, History, Western",6.8,Average,154,No Data
1964,Circus World,"Drama, Western",6.2,Average,135,No Data
1964,The Beauty Jungle,"Comedy, Drama",6.0,Average,110,Avg. Length Film
1964,Controsesso,Comedy,6.7,Average,111,Avg. Length Film
1964,Crooks in Cloisters,"Comedy, Crime",5.5,Average,97,Avg. Length Film
1964,The Curse of the Living Corpse,Horror,5.4,Average,84,Avg. Length Film
1964,The Curse of the Mummy's Tomb,Horror,5.6,Average,78,Avg. Length Film
1964,Cyrano et d'Artagnan,Adventure,6.5,Average,145,No Data
1964,Danza macabra,Horror,6.9,Average,87,Avg. Length Film
1964,Dead Ringer,"Crime, Drama, Thriller",7.3,Excellent,116,Avg. Length Film
1964,Dear Heart,"Comedy, Family",7.2,Excellent,114,Avg. Length Film
1964,Démanty noci,"Drama, War",7.5,Excellent,67,Avg. Length Film
1964,Il deserto rosso,Drama,7.7,Excellent,117,Avg. Length Film
1964,Deus e o Diabo na Terra do Sol,"Adventure, Crime, Drama",7.3,Excellent,120,No Data
1964,Devil Doll,Horror,4.4,Average,81,Avg. Length Film
1964,The Devil-Ship Pirates,"Action, Adventure, Thrille",6.1,Average,86,Avg. Length Film
1964,Il disco volante,"Comedy, Fantasy, Sci-Fi",5.9,Average,94,Avg. Length Film
1964,The Disorderly Orderly,"Comedy, Romance",6.4,Average,90,Avg. Length Film
1964,A Distant Trumpet,Western,6.4,Average,117,Avg. Length Film
1964,Do You Know This Voice?,"Crime, Drama, Mystery",6.9,Average,80,Avg. Length Film
1964,"Dobro pozhalovat, ili Postoronnim vkhod vospreshche","Comedy, Family",8.1,Excellent,74,Avg. Length Film
1964,Einer frisst den anderen,"Adventure, Crime, Drama",5.8,Average,84,Avg. Length Film
1964,Don Olsen kommer til byen,"Comedy, Family",6.2,Average,89,Avg. Length Film
1964,Dr. Sex,"Comedy, Sci-Fi",3.7,Average,63,Avg. Length Film
1964,I due gladiatori,"Action, Drama",5.0,Average,100,Avg. Length Film
1964,The Earth Dies Screaming,"Horror, Sci-Fi",5.9,Average,62,Avg. Length Film
1964,Emil and the Detectives,"Comedy, Family, Drama",6.2,Average,99,Avg. Length Film
1964,Ensign Pulver,"Comedy, Drama, War",5.9,Average,104,Avg. Length Film
1964,Ercole contro i figli del sole,Adventure,4.4,Average,88,Avg. Length Film
1964,Ercole contro i tiranni di Babilonia,"Adventure, Fantasy",4.2,Average,96,Avg. Length Film
1964,Nihon dasshutsu,"Action, Crime",6.4,Average,96,Avg. Length Film
1964,The Evil of Frankenstein,Horror,6.1,Average,84,Avg. Length Film
1964,The Eyes of Annie Jones,"Drama, Mystery",5.9,Average,73,Avg. Length Film
1964,Face of the Screaming Werewolf,Horror,2.8,Poor,60,Avg. Length Film
1964,Fail-Safe,"Drama, Thriller",8.0,Excellent,112,Avg. Length Film
1964,Der Fall X701,"Mystery, Sci-Fi, Drama",3.6,Average,81,Avg. Length Film
1964,The Fall of the Roman Empire,"Drama, History, War",6.7,Average,188,No Data
1964,Fanny Hill,Comedy,4.4,Average,104,Avg. Length Film
1964,Fantomas,"Comedy, Crime, Adventure",7.0,Excellent,100,Avg. Length Film
1964,Fate Is the Hunter,"Drama, Mystery, Thriller",6.9,Average,106,Avg. Length Film
1964,Father Goose,"Adventure, Comedy, Romance",7.4,Excellent,118,Avg. Length Film
