year,title,genre,avg_vote,movie_category,duration,length_category
1989,The Plot Against Harry,Comedy,6.9,Average,81,Avg. Length Film
1989,Gui yao gui,"Action, Comedy, Horror",6.5,Average,87,Avg. Length Film
1989,Przesluchanie,"Crime, Drama, Thriller",8.0,Excellent,118,Avg. Length Film
1989,The Gunrunner,"Crime, Drama",3.9,Average,92,Avg. Length Film
1989,Wizards of the Lost Kingdom II,"Action, Fantasy, Adventure",1.9,Poor,80,Avg. Length Film
1989,Hell High,"Crime, Horror, Thriller",5.0,Average,84,Avg. Length Film
1989,Pomeriggio caldo,"Drama, Thriller",3.2,Average,93,Avg. Length Film
1989,Antarjali Jatra,Drama,7.1,Excellent,140,No Data
1989,Bicycleran,Drama,7.3,Excellent,82,Avg. Length Film
1989,Dark Tower,"Horror, Mystery, Thriller",4.3,Average,91,Avg. Length Film
1989,Faca de Dois Gumes,"Crime, Drama",6.5,Average,97,Avg. Length Film
1989,Interzone,"Action, Comedy, Sci-Fi",4.1,Average,97,Avg. Length Film
1989,Mang gwai dai ha,"Comedy, Horror",6.7,Average,93,Avg. Length Film
1989,Redneck Zombies,"Comedy, Horror",4.3,Average,84,Avg. Length Film
1989,Sha shou hu die meng,"Action, Crime, Drama",7.0,Excellent,90,Avg. Length Film
1989,Terror Eyes,"Horror, Comedy, Thriller",4.6,Average,90,Avg. Length Film
1989,Violent Shit,Horror,2.9,Poor,75,Avg. Length Film
1989,Yee dam kwan ying,"Action, Crime, Drama",6.5,Average,97,Avg. Length Film
1989,Zombie vs. Ninja,"Action, Adventure, Drama",2.6,Poor,88,Avg. Length Film
1989,Fist Fighter,"Action, Drama, Sport",5.0,Average,97,Avg. Length Film
1989,Accidents,"Action, Sci-Fi, Thriller",4.8,Average,90,Avg. Length Film
1989,Afganistan - The last war bus (L'ultimo bus di guer,"Action, War",4.3,Average,90,Avg. Length Film
1989,After Death (Oltre la morte),"Action, Horror",4.0,Average,84,Avg. Length Film
1989,"Amanece, que no es poco","Comedy, Fantasy",7.6,Excellent,110,Avg. Length Film
1989,Season of Fear,Thriller,5.2,Average,89,Avg. Length Film
1989,B.O.R.N.,"Horror, Thriller",4.1,Average,92,Avg. Length Film
1989,Bajarse al moro,Comedy,6.3,Average,83,Avg. Length Film
1989,La bande des quatre,"Drama, Mystery",7.0,Excellent,160,No Data
1989,Baxter,"Comedy, Drama, Horror",6.9,Average,82,Avg. Length Film
1989,Bees Saal Baad,"Horror, Mystery",5.1,Average,141,No Data
1989,Beverly Hills Vamp,"Comedy, Horror",3.7,Average,88,Avg. Length Film
