year,title,genre,avg_vote,movie_category,duration,length_category
1996,Almost Blue,"Drama, Thriller",5.1,Average,85,Avg. Length Film
1996,Burakku jakku,"Animation, Drama, Thriller",6.8,Average,90,Avg. Length Film
1996,Cries of Silence,Drama,7.0,Excellent,109,Avg. Length Film
1996,God's Lonely Man,Drama,6.2,Average,98,Avg. Length Film
1996,Henry & Verlin,Drama,6.3,Average,87,Avg. Length Film
1996,The Cold Light of Day,"Drama, Thriller",6.4,Average,96,Avg. Length Film
1996,Mao xian wang,"Action, Adventure, Comedy",5.8,Average,91,Avg. Length Film
1996,South Beach Academy,Comedy,3.8,Average,91,Avg. Length Film
1996,Akropol,"Musical, Drama",5.6,Average,125,No Data
1996,Akwarium,Action,6.7,Average,145,No Data
1996,American Job,Drama,7.1,Excellent,95,Avg. Length Film
1996,O Judeu,Drama,6.0,Average,91,Avg. Length Film
1996,Baby Face Nelson,"Action, Crime, Drama",5.6,Average,93,Avg. Length Film
1996,Bandwagon,"Comedy, Music",7.1,Excellent,103,Avg. Length Film
1996,Blondes Have More Guns,"Comedy, Thriller",4.2,Average,90,Avg. Length Film
1996,Bloodsport 2,"Action, Sport",4.8,Average,90,Avg. Length Film
1996,Cachito,"Adventure, Drama, Crime",5.3,Average,95,Avg. Length Film
1996,Caged Hearts,Drama,4.1,Average,94,Avg. Length Film
1996,Celluloide,"Drama, History",6.6,Average,110,Avg. Length Film
1996,Il cielo è sempre più blu,Drama,5.8,Average,110,Avg. Length Film
1996,Cilantro y perejil,"Comedy, Romance",6.4,Average,90,Avg. Length Film
1996,Eno nakano bokuno mura,"Drama, Family, Fantasy",7.0,Excellent,112,Avg. Length Film
1996,Electra,"Action, Sci-Fi, Thriller",3.3,Average,87,Avg. Length Film
1996,Entre Pancho Villa y una mujer desnuda,"Comedy, Fantasy, History",6.2,Average,87,Avg. Length Film
1996,Fast Money,"Action, Comedy",5.6,Average,95,Avg. Length Film
1996,Cyberella: Forbidden Passions,"Drama, Fantasy, Romance",4.4,Average,87,Avg. Length Film
1996,Galgameth,"Adventure, Family, Fantasy",6.2,Average,110,Avg. Length Film
1996,Grizzly Mountain,"Adventure, Family, Fantasy",5.5,Average,96,Avg. Length Film
1996,Hollow Point,"Action, Comedy, Crime",5.8,Average,102,Avg. Length Film
1996,Hollow Reed,"Drama, Romance",7.1,Excellent,104,Avg. Length Film
1996,The Undercover Kid,Family,4.2,Average,80,Avg. Length Film
1996,It's My Party,"Drama, Romance",7.1,Excellent,110,Avg. Length Film
1996,Le journal du séducteur,"Comedy, Crime, Drama",6.8,Average,95,Avg. Length Film
1996,Libertarias,"Drama, History, War",7.1,Excellent,125,No Data
1996,Lilian's Story,Drama,6.3,Average,94,Avg. Length Film
1996,The Little Death,"Crime, Drama, Thriller",4.8,Average,91,Avg. Length Film
1996,Livers Ain't Cheap,"Action, Crime",4.9,Average,89,Avg. Length Film
1996,Loch Ness,"Adventure, Drama, Fantasy",5.5,Average,101,Avg. Length Film
1996,Man with a Plan,Comedy,6.4,Average,89,Avg. Length Film
1996,Marked Man,"Action, Crime, Drama",5.3,Average,94,Avg. Length Film
1996,"Matías, juez de línea","Comedy, Sport",4.9,Average,94,Avg. Length Film
1996,Naked Souls,"Sci-Fi, Thriller",3.2,Average,85,Avg. Length Film
