year,title,genre,avg_vote,movie_category,duration,length_category
1945,Falbalas,"Drama, Romance",7.1,Excellent,111,Avg. Length Film
1945,Las abandonadas,"Drama, History, Romance",7.0,Excellent,103,Avg. Length Film
1945,Between Two Women,Drama,5.9,Average,83,Avg. Length Film
1945,Adventures of Kitty O'Day,"Comedy, Crime, Mystery",5.2,Average,63,Avg. Length Film
1945,Kolberg,"Drama, History, Romance",6.0,Average,111,Avg. Length Film
1945,Madonna of the Seven Moons,"Drama, Mystery",6.4,Average,110,Avg. Length Film
1945,Main Street After Dark,Drama,5.8,Average,57,Short Film
1945,A Place of One's Own,"Drama, Mystery, Thriller",6.2,Average,92,Avg. Length Film
1945,The Return of the Durango Kid,"Adventure, Music, Western",6.6,Average,58,Short Film
1945,Velikiy perelom,"Drama, War",6.3,Average,108,Avg. Length Film
1945,Waterloo Road,"Drama, Romance, War",6.6,Average,76,Avg. Length Film
1945,Bud Abbott and Lou Costello in Hollywood,Comedy,6.6,Average,83,Avg. Length Film
1945,Adventure,"Drama, Romance, Comedy",6.2,Average,135,No Data
1945,Adventures of Rusty,"Drama, Family",5.8,Average,67,Avg. Length Film
1945,The Affairs of Susan,"Comedy, Drama, Romance",6.7,Average,110,Avg. Length Film
1945,Allotment Wives,"Crime, Drama, Film-Noir",6.2,Average,80,Avg. Length Film
1945,Along Came Jones,"Comedy, Romance, Western",6.5,Average,90,Avg. Length Film
1945,Anchors Aweigh,"Comedy, Fantasy, Music",7.1,Excellent,140,No Data
1945,And Then There Were None,"Crime, Drama, Mystery",7.5,Excellent,97,Avg. Length Film
1945,Apology for Murder,"Crime, Drama, Film-Noir",6.1,Average,67,Avg. Length Film
1945,Arshin Mal Alan,"Comedy, Musical",7.7,Excellent,96,Avg. Length Film
1945,Back to Bataan,"Drama, War",6.7,Average,95,Avg. Length Film
1945,Barnen från Frostmofjället,"Family, Drama",6.3,Average,102,Avg. Length Film
1945,Bedside Manner,Comedy,6.2,Average,72,Avg. Length Film
1945,A Bell for Adano,"Drama, War",6.7,Average,103,Avg. Length Film
1945,Bells of Rosarita,Western,6.7,Average,68,Avg. Length Film
1945,The Bells of St. Mary's,Drama,7.3,Excellent,126,No Data
1945,Betrayal from the East,"Action, Drama",5.9,Average,82,Avg. Length Film
1945,Bewitched,"Crime, Drama, Film-Noir",5.6,Average,65,Avg. Length Film
1945,Blood on the Sun,"Drama, Romance, Thriller",6.1,Average,98,Avg. Length Film
1945,The Body Snatcher,"Horror, Thriller",7.3,Excellent,78,Avg. Length Film
1945,Boston Blackie Booked on Suspicion,"Crime, Drama, Mystery",6.5,Average,66,Avg. Length Film
1945,Boston Blackie's Rendezvous,"Crime, Drama, Mystery",6.6,Average,64,Avg. Length Film
1945,Brewster's Millions,Comedy,6.7,Average,79,Avg. Length Film
1945,Brief Encounter,"Drama, Romance",8.0,Excellent,86,Avg. Length Film
1945,The Brighton Strangler,"Crime, Drama, Film-Noir",6.3,Average,67,Avg. Length Film
1945,The Bullfighters,"Adventure, Comedy, Musical",6.5,Average,61,Avg. Length Film
1945,Captain Kidd,"Adventure, Biography, Dram",6.4,Average,90,Avg. Length Film
1945,The Cheaters,"Comedy, Drama",6.9,Average,87,Avg. Length Film
1945,China Sky,"Adventure, Drama, War",6.0,Average,78,Avg. Length Film
1945,Christmas in Connecticut,"Comedy, Romance",7.4,Excellent,101,Avg. Length Film
1945,The Clock,"Drama, Romance",7.4,Excellent,90,Avg. Length Film
1945,Come Out Fighting,Comedy,4.9,Average,62,Avg. Length Film
1945,Confidential Agent,"Drama, Thriller",6.5,Average,118,Avg. Length Film
1945,Conflict,"Drama, Film-Noir, Mystery",7.2,Excellent,86,Avg. Length Film
1945,The Corn Is Green,Drama,7.5,Excellent,115,Avg. Length Film
1945,Cornered,"Drama, Film-Noir, Thriller",6.7,Average,102,Avg. Length Film
1945,Counter-Attack,"Drama, War",6.8,Average,90,Avg. Length Film
1945,The Crime Doctor's Courage,Mystery,6.2,Average,70,Avg. Length Film
1945,The Crime Doctor's Warning,"Crime, Mystery",6.2,Average,70,Avg. Length Film
1945,"Crime, Inc.","Crime, Drama, Film-Noir",5.5,Average,75,Avg. Length Film
1945,Dakota,Western,6.1,Average,82,Avg. Length Film
1945,Les dames du Bois de Boulogne,"Drama, Romance",7.3,Excellent,86,Avg. Length Film
1945,Danger Signal,"Crime, Drama, Film-Noir",6.7,Average,78,Avg. Length Film
1945,Dangerous Partners,"Adventure, Mystery",6.1,Average,74,Avg. Length Film
1945,Dead of Night,"Drama, Horror",7.7,Excellent,103,Avg. Length Film
1945,Delightfully Dangerous,"Musical, Romance",6.0,Average,92,Avg. Length Film
1945,Detour,"Crime, Drama, Film-Noir",7.4,Excellent,68,Avg. Length Film
1945,Diamond Horseshoe,Musical,6.8,Average,104,Avg. Length Film
1945,Dick Tracy,"Action, Crime, Mystery",6.0,Average,61,Avg. Length Film
1945,Dillinger,"Biography, Crime, Drama",6.6,Average,70,Avg. Length Film
1945,Divorce,Drama,5.8,Average,71,Avg. Length Film
1945,Docks of New York,"Action, Adventure, Comedy",5.4,Average,62,Avg. Length Film
1945,Doll Face,"Comedy, Musical, Romance",5.9,Average,80,Avg. Length Film
1945,The Dolly Sisters,"Biography, Drama, Musical",6.4,Average,114,Avg. Length Film
1945,Domingo de carnaval,Crime,6.7,Average,77,Avg. Length Film
1945,Don't Fence Me In,Western,6.7,Average,71,Avg. Length Film
1945,Duffy's Tavern,"Comedy, Musical",6.2,Average,97,Avg. Length Film
1945,The Enchanted Cottage,"Drama, Fantasy, Romance",7.5,Excellent,91,Avg. Length Film
1945,The Enchanted Forest,"Drama, Family",5.7,Average,78,Avg. Length Film
1945,Les enfants du paradis,"Drama, Romance",8.4,Excellent,189,No Data
1945,Escape in the Desert,"Drama, Thriller, War",5.9,Average,79,Avg. Length Film
1945,Escape in the Fog,"Crime, Drama, Film-Noir",5.9,Average,65,Avg. Length Film
1945,Eve Knew Her Apples,"Comedy, Music",5.9,Average,64,Avg. Length Film
1945,The Falcon in San Francisco,"Crime, Mystery",6.6,Average,66,Avg. Length Film
1945,Fallen Angel,"Crime, Film-Noir, Mystery",7.1,Excellent,98,Avg. Length Film
1945,Fashion Model,"Adventure, Comedy, Crime",5.3,Average,61,Avg. Length Film
1945,First Yank Into Tokyo,"Drama, War",5.2,Average,82,Avg. Length Film
1945,Flame of Barbary Coast,"Musical, Romance, Western",6.3,Average,91,Avg. Length Film
1945,Fog Island,"Drama, Horror, Mystery",5.3,Average,72,Avg. Length Film
1945,Fram för lilla Märta eller På livets ödesvägar,Comedy,6.0,Average,86,Avg. Length Film
1945,Frontier Gal,"Action, Adventure, Music",5.9,Average,85,Avg. Length Film
1945,The Frozen Ghost,"Horror, Mystery, Romance",6.1,Average,61,Avg. Length Film
1945,George White's Scandals,"Comedy, Music",5.9,Average,95,Avg. Length Film
1945,Getting Gertie's Garter,"Comedy, Romance",6.6,Average,72,Avg. Length Film
1945,God Is My Co-Pilot,"Action, Adventure, Biograp",6.5,Average,90,Avg. Length Film
1945,Great Day,Drama,6.6,Average,80,Avg. Length Film
1945,The Great Flamarion,"Drama, Film-Noir, Mystery",6.6,Average,78,Avg. Length Film
1945,Guest Wife,"Comedy, Romance",6.6,Average,90,Avg. Length Film
1945,Hangover Square,"Crime, Drama, Film-Noir",7.4,Excellent,77,Avg. Length Film
1945,Having Wonderful Crime,"Comedy, Crime, Mystery",6.1,Average,70,Avg. Length Film
1945,Her Highness and the Bellboy,"Comedy, Romance",6.6,Average,112,Avg. Length Film
1945,Here Come the Co-eds,"Comedy, Music, Musical",6.7,Average,90,Avg. Length Film
1945,The Hidden Eye,Mystery,6.4,Average,69,Avg. Length Film
1945,Hollywood and Vine,"Comedy, Drama",5.8,Average,58,Short Film
1945,The Horn Blows at Midnight,"Comedy, Fantasy, Music",6.8,Average,78,Avg. Length Film
1945,Hotel Berlin,"Drama, War",6.8,Average,98,Avg. Length Film
1945,House of Dracula,"Fantasy, Horror, Sci-Fi",5.8,Average,67,Avg. Length Film
1945,The House of Fear,"Crime, Film-Noir, Mystery",7.3,Excellent,69,Avg. Length Film
1945,The House on 92nd Street,"Crime, Drama, Film-Noir",6.6,Average,88,Avg. Length Film
1945,I Know Where I'm Going!,"Drama, Romance",7.5,Excellent,91,Avg. Length Film
1945,I Live in Grosvenor Square,"Comedy, Drama",6.2,Average,113,Avg. Length Film
1945,I Love a Mystery,Mystery,6.4,Average,69,Avg. Length Film
1945,Identity Unknown,"Drama, War",6.1,Average,71,Avg. Length Film
1945,Incendiary Blonde,"Biography, Drama, Musical",6.7,Average,113,Avg. Length Film
1945,Isle of the Dead,"Drama, Horror, Mystery",6.6,Average,71,Avg. Length Film
1945,It's a Pleasure,"Comedy, Drama, Musical",6.0,Average,90,Avg. Length Film
1945,It's in the Bag!,Comedy,6.8,Average,87,Avg. Length Film
1945,The Jade Mask,"Horror, Mystery, Sci-Fi",6.5,Average,66,Avg. Length Film
1945,Jealousy,"Crime, Drama, Film-Noir",6.6,Average,71,Avg. Length Film
