year,title,genre,avg_vote,movie_category,duration,length_category
1963,The Small World of Sammy Lee,Drama,7.1,Excellent,107,Avg. Length Film
1963,Pasazerka,"Drama, War",7.5,Excellent,62,Avg. Length Film
1963,Le petit soldat,"War, Drama",7.3,Excellent,88,Avg. Length Film
1963,Le gladiatrici,"Adventure, Drama, Fantasy",3.9,Average,95,Avg. Length Film
1963,La cabeza viviente,Horror,4.7,Average,79,Avg. Length Film
1963,Flaming Creatures,"Comedy, Drama, Horror",4.8,Average,45,Short Film
1963,La invasión de los vampiros,"Horror, Mystery, Thriller",5.4,Average,92,Avg. Length Film
1963,La maldición de la Llorona,"Horror, Mystery, Thriller",6.5,Average,80,Avg. Length Film
1963,Bushidô zankoku monogatari,"Action, Drama",7.2,Excellent,122,No Data
1963,The Day of the Triffids,"Horror, Sci-Fi",6.2,Average,93,Avg. Length Film
1963,Dr. Crippen,"Crime, Drama, History",6.4,Average,98,Avg. Length Film
1963,Die Dreigroschenoper,"Drama, Musical",5.4,Average,90,Avg. Length Film
1963,I due colonnelli,Comedy,7.2,Excellent,104,Avg. Length Film
1963,Días de otoño,Drama,7.1,Excellent,95,Avg. Length Film
1963,I fidanzati,Drama,7.6,Excellent,77,Avg. Length Film
1963,Der Fluch der gelben Schlange,Thriller,5.2,Average,98,Avg. Length Film
1963,Il giorno più corto,Comedy,6.2,Average,91,Avg. Length Film
1963,Hallelujah the Hills,Comedy,7.0,Excellent,82,Avg. Length Film
1963,In the French Style,"Drama, Romance",6.7,Average,105,Avg. Length Film
1963,The Iron Maiden,Comedy,6.4,Average,98,Avg. Length Film
1963,Le jour et l'heure,"Action, Drama, Romance",6.6,Average,110,Avg. Length Film
1963,Landru,"Biography, Crime, Drama",6.5,Average,115,Avg. Length Film
1963,Ro.Go.Pa.G.,"Comedy, Drama",7.0,Excellent,122,No Data
1963,Las luchadoras contra el médico asesino,"Horror, Sci-Fi",4.7,Average,77,Avg. Length Film
1963,Maciste contro i cacciatori di teste,"Action, Adventure, Romance",2.0,Poor,81,Avg. Length Film
1963,The Man Who Finally Died,"Thriller, Drama",6.1,Average,98,Avg. Length Film
1963,Maniac,"Crime, Horror, Mystery",5.8,Average,86,Avg. Length Film
