year,title,genre,avg_vote,movie_category,duration,length_category
1970,El coleccionista de cadáveres,"Drama, Horror, Mystery",4.2,Average,97,Avg. Length Film
1970,O Ritual dos Sádicos,"Drama, Horror",6.1,Average,93,Avg. Length Film
1970,"Daddy, Darling",Drama,4.9,Average,83,Avg. Length Film
1970,Savage Intruder,"Horror, Thriller",5.3,Average,100,Avg. Length Film
1970,Sinthia: The Devil's Doll,Horror,3.6,Average,78,Avg. Length Film
1970,L'urlo,Comedy,5.5,Average,93,Avg. Length Film
1970,Al-ard,Drama,8.2,Excellent,130,No Data
1970,El bosque del lobo,"Drama, Horror",6.7,Average,87,Avg. Length Film
1970,Le boucher,"Drama, Thriller",7.5,Excellent,93,Avg. Length Film
1970,Bronco Bullfrog,Drama,6.8,Average,86,Avg. Length Film
1970,Cannabis,"Action, Crime, Drama",5.2,Average,95,Avg. Length Film
1970,Cateto a babor,Comedy,5.0,Average,83,Avg. Length Film
1970,Les choses de la vie,"Drama, Romance",7.6,Excellent,89,Avg. Length Film
1970,Claude et Greta,Drama,4.7,Average,88,Avg. Length Film
1970,Colossus: The Forbin Project,"Sci-Fi, Thriller",7.1,Excellent,100,Avg. Length Film
1970,Crescendo,"Horror, Thriller",5.2,Average,96,Avg. Length Film
1970,Dernier domicile connu,"Crime, Thriller",7.0,Excellent,105,Avg. Length Film
1970,E Dio disse a Caino...,Western,6.7,Average,109,Avg. Length Film
1970,An Elephant Called Slowly,"Comedy, Action, Adventure",6.1,Average,91,Avg. Length Film
1970,L'enfant sauvage,Drama,7.5,Excellent,83,Avg. Length Film
1970,La horse,"Crime, Thriller",6.8,Average,90,Avg. Length Film
1970,Four Rode Out,"Romance, Western",4.4,Average,90,Avg. Length Film
1970,"Gori, gori, moya zvezda","Comedy, Drama, Romance",7.5,Excellent,94,Avg. Length Film
1970,Gott mit uns (Dio è con noi),"Drama, War",6.4,Average,110,Avg. Length Film
1970,Heintje - Einmal wird die Sonne wieder scheinen,"Family, Musical",5.7,Average,98,Avg. Length Film
1970,Heureux qui comme Ulysse...,Comedy,6.8,Average,90,Avg. Length Film
1970,The Honeymoon Killers,"Crime, Drama, Romance",7.0,Excellent,107,Avg. Length Film
1970,Ice,"Drama, Sci-Fi",6.7,Average,130,No Data
1970,De Sade 70,"Drama, Horror",5.4,Average,87,Avg. Length Film
1970,Jenny,"Drama, Romance",5.6,Average,86,Avg. Length Film
1970,Kladivo na carodejnice,"Drama, History, Horror",7.9,Excellent,103,Avg. Length Film
1970,Korol Lir,Drama,8.1,Excellent,140,No Data
1970,Korol-olen,"Comedy, Family, Fantasy",6.7,Average,77,Avg. Length Film
1970,The Last of the Mobile Hot Shots,Drama,5.5,Average,100,Avg. Length Film
1970,Der Leone Have Sept Cabeças,Drama,6.8,Average,103,Avg. Length Film
1970,Le lit de la vierge,"Comedy, Drama, Fantasy",6.5,Average,114,Avg. Length Film
1970,Twinky,"Drama, Romance, Comedy",5.5,Average,98,Avg. Length Film
1970,Maidstone,Drama,5.0,Average,110,Avg. Length Film
1970,Mama vyshla zamuzh,Drama,7.0,Excellent,85,Avg. Length Film
1970,The McMasters,"Action, Drama, Western",6.0,Average,90,Avg. Length Film
1970,Los monstruos del terror,"Horror, Sci-Fi",3.9,Average,85,Avg. Length Film
1970,"Mumsy, Nanny, Sonny & Girly","Comedy, Crime, Horror",6.6,Average,102,Avg. Length Film
1970,Il trono di fuoco,"Biography, Horror",5.2,Average,91,Avg. Length Film
1970,"Les yeux ne veulent pas en tout temps se fermer, ou",Drama,6.5,Average,88,Avg. Length Film
1970,L'ours et la poupée,Comedy,6.5,Average,90,Avg. Length Film
1970,Ovoce stromu rajských jíme,Drama,6.9,Average,99,Avg. Length Film
1970,Paranoia,"Crime, Drama, Mystery",6.3,Average,94,Avg. Length Film
1970,Le passager de la pluie,"Crime, Drama, Mystery",6.9,Average,120,No Data
1970,Le petit bougnat,"Comedy, Drama",5.8,Average,95,Avg. Length Film
1970,The Phantom Tollbooth,"Family, Adventure, Animati",6.9,Average,90,Avg. Length Film
1970,Po stopách krve,Crime,7.2,Excellent,96,Avg. Length Film
1970,Prestuplenie i nakazanie,Drama,7.9,Excellent,221,No Data
1970,Prípad pro zacínajícího kata,"Drama, Fantasy, Mystery",7.1,Excellent,102,Avg. Length Film
1970,The Reckoning,Drama,7.0,Excellent,111,Avg. Length Film
1970,La rose écorchée,Horror,6.0,Average,92,Avg. Length Film
1970,Il rosso segno della follia,"Horror, Mystery, Thriller",6.4,Average,88,Avg. Length Film
1970,Rote Sonne,Crime,6.2,Average,89,Avg. Length Film
1970,Santo el enmascarado de plata y Blue Demon contra l,"Action, Adventure, Fantasy",6.3,Average,85,Avg. Length Film
1970,Scream and Scream Again,"Crime, Drama, Horror",5.6,Average,95,Avg. Length Film
1970,La lunga notte dei disertori - I 7 di Marsa Matruh,War,5.0,Average,100,Avg. Length Film
1970,"Some Will, Some Won't",Comedy,6.0,Average,87,Avg. Length Film
