year,title,genre,avg_vote,movie_category,duration,length_category
1940,My Favorite Wife,"Comedy, Romance",7.4,Excellent,88,Avg. Length Film
1940,Band Waggon,"Comedy, Musical",5.5,Average,85,Avg. Length Film
1940,Battement de coeur,"Comedy, Drama",6.8,Average,97,Avg. Length Film
1940,Crook's Tour,"Comedy, Mystery",5.9,Average,80,Avg. Length Film
1940,Gaslight,Thriller,7.3,Excellent,84,Avg. Length Film
1940,The Green Hornet,"Adventure, Crime, Drama",6.8,Average,258,No Data
1940,I Take This Woman,"Drama, Romance",6.4,Average,98,Avg. Length Film
1940,A Window in London,Thriller,6.8,Average,77,Avg. Length Film
1940,Mexican Spitfire,Comedy,6.2,Average,67,Avg. Length Film
1940,The Proud Valley,"Drama, Music",6.7,Average,76,Avg. Length Film
1940,The Stars Look Down,Drama,7.0,Excellent,110,Avg. Length Film
1940,'Til We Meet Again,"Drama, Romance",6.8,Average,99,Avg. Length Film
1940,20 Mule Team,Western,6.6,Average,84,Avg. Length Film
1940,21 Days,Drama,6.1,Average,72,Avg. Length Film
1940,Abe Lincoln in Illinois,"Biography, Drama, History",7.3,Excellent,110,Avg. Length Film
1940,Adventures of Red Ryder,"Action, Adventure, Drama",7.1,Excellent,205,No Data
1940,Ahí está el detalle,Comedy,8.2,Excellent,112,Avg. Length Film
1940,"All This, and Heaven Too","Drama, Romance",7.5,Excellent,141,No Data
1940,Always a Bride,"Comedy, Romance",5.2,Average,58,Short Film
1940,And One Was Beautiful,"Drama, Romance",6.4,Average,70,Avg. Length Film
1940,Andy Hardy Meets Debutante,"Comedy, Family, Romance",6.8,Average,88,Avg. Length Film
1940,An Angel from Texas,"Comedy, Romance",5.7,Average,69,Avg. Length Film
1940,Angels Over Broadway,"Adventure, Comedy, Crime",6.6,Average,79,Avg. Length Film
1940,Anne of Windy Poplars,Drama,6.4,Average,86,Avg. Length Film
1940,The Ape,Horror,4.6,Average,62,Avg. Length Film
1940,"Arise, My Love","Comedy, Drama, Romance",6.8,Average,110,Avg. Length Film
1940,Arizona,Western,6.8,Average,125,No Data
1940,L'assedio dell'Alcazar,"Drama, War",6.1,Average,112,Avg. Length Film
1940,The Bank Dick,Comedy,7.2,Excellent,72,Avg. Length Film
1940,Before I Hang,"Crime, Horror, Sci-Fi",6.1,Average,62,Avg. Length Film
1940,Beyond Tomorrow,"Drama, Fantasy, Romance",6.6,Average,84,Avg. Length Film
1940,A Bill of Divorcement,Drama,5.8,Average,74,Avg. Length Film
1940,The Biscuit Eater,"Drama, Family",6.7,Average,81,Avg. Length Film
1940,Bismarck,"Biography, Drama",6.4,Average,118,Avg. Length Film
1940,Bitter Sweet,"Drama, Musical, Romance",5.9,Average,94,Avg. Length Film
1940,Black Friday,"Crime, Drama, Horror",6.3,Average,70,Avg. Length Film
1940,Blondie Has Servant Trouble,Comedy,7.0,Excellent,70,Avg. Length Film
1940,Blondie Plays Cupid,Comedy,6.8,Average,68,Avg. Length Film
1940,Blondie on a Budget,Comedy,6.8,Average,72,Avg. Length Film
1940,The Blue Bird,"Adventure, Comedy, Family",6.5,Average,88,Avg. Length Film
1940,Boom Town,"Adventure, Drama, Romance",7.1,Excellent,119,Avg. Length Film
1940,Boys of the City,"Comedy, Mystery, Thriller",5.8,Average,68,Avg. Length Film
1940,Brigham Young,"Adventure, Biography, Hist",6.4,Average,114,Avg. Length Film
1940,British Intelligence,"Romance, Thriller, War",6.0,Average,61,Avg. Length Film
1940,Broadway Melody of 1940,Musical,7.4,Excellent,102,Avg. Length Film
1940,Brother Orchid,"Comedy, Crime, Drama",7.0,Excellent,88,Avg. Length Film
1940,Brother Rat and a Baby,Comedy,5.4,Average,87,Avg. Length Film
1940,Buck Benny Rides Again,"Comedy, Musical, Western",6.9,Average,84,Avg. Length Film
1940,Calling Philo Vance,"Crime, Mystery, Thriller",5.9,Average,62,Avg. Length Film
1940,Captain Caution,"Action, Adventure, Romance",5.6,Average,86,Avg. Length Film
1940,The Captain Is a Lady,Comedy,6.4,Average,65,Avg. Length Film
1940,The Carson City Kid,"Comedy, Music, Western",6.2,Average,57,Short Film
1940,The Case of the Frightened Lady,"Crime, Drama, Mystery",6.4,Average,81,Avg. Length Film
1940,Castle on the Hudson,"Crime, Drama",6.8,Average,77,Avg. Length Film
1940,Chad Hanna,"Drama, Romance",6.3,Average,88,Avg. Length Film
1940,Charley's (Big-Hearted) Aunt,Comedy,5.9,Average,75,Avg. Length Film
