year,title,genre,avg_vote,movie_category,duration,length_category
1968,Tokugawa onna keibatsu-shi,"Drama, Horror",6.2,Average,85,Avg. Length Film
1968,L'uomo dei cinque palloni,Comedy,7.1,Excellent,85,Avg. Length Film
1968,The Alley Tramp,Drama,4.5,Average,69,Avg. Length Film
1968,The Hand of Night,Horror,4.7,Average,90,Avg. Length Film
1968,El escapulario,"Crime, Drama, Fantasy",6.9,Average,85,Avg. Length Film
1968,L'homme à la Buick,Comedy,5.4,Average,93,Avg. Length Film
1968,Ognuno per sé,Western,6.7,Average,106,Avg. Length Film
1968,The Acid Eaters,"Comedy, Drama",3.7,Average,62,Avg. Length Film
1968,Alexandre le bienheureux,"Comedy, Drama",7.4,Excellent,100,Avg. Length Film
1968,All the Sins of Sodom,Drama,6.1,Average,88,Avg. Length Film
1968,Angélique et le sultan,"Adventure, Romance",6.5,Average,105,Avg. Length Film
1968,The Blood Beast Terror,Horror,5.1,Average,88,Avg. Length Film
1968,Comanche blanco,Western,4.1,Average,93,Avg. Length Film
1968,Coplan sauve sa peau,"Action, Crime, Sci-Fi",5.3,Average,110,Avg. Length Film
1968,Corruption,Horror,5.9,Average,91,Avg. Length Film
1968,Csend és kiáltás,Drama,6.9,Average,77,Avg. Length Film
1968,Indecent Desires,"Drama, Fantasy",4.9,Average,75,Avg. Length Film
1968,Dio li crea... Io li ammazzo!,Western,5.6,Average,90,Avg. Length Film
1968,"Don't Raise the Bridge, Lower the River",Comedy,4.8,Average,99,Avg. Length Film
1968,Eat Your Makeup,Comedy,6.9,Average,45,Short Film
1968,Fando y Lis,"Adventure, Fantasy",7.0,Excellent,93,Avg. Length Film
1968,The Fiction-Makers,"Adventure, Comedy, Crime",6.0,Average,100,Avg. Length Film
1968,Hang 'Em High,"Drama, Western",7.0,Excellent,114,Avg. Length Film
1968,Hasta el viento tiene miedo,"Drama, Fantasy, Horror",7.5,Excellent,88,Avg. Length Film
1968,Hatsukoi: Jigoku-hen,"Drama, Romance",7.4,Excellent,108,Avg. Length Film
1968,Heißer Sommer,"Comedy, Musical",6.0,Average,91,Avg. Length Film
1968,The Hellcats,Thriller,1.9,Poor,90,Avg. Length Film
1968,Der Hund von Blackwood Castle,"Horror, Crime",6.3,Average,92,Avg. Length Film
1968,Ich war neunzehn,"Biography, Drama, War",7.5,Excellent,115,Avg. Length Film
1968,Im Banne des Unheimlichen,"Crime, Mystery, Thriller",6.1,Average,90,Avg. Length Film
1968,Im Schloß der blutigen Begierde,Horror,4.8,Average,84,Avg. Length Film
1968,Jag - en oskuld,"Drama, Romance",5.7,Average,96,Avg. Length Film
1968,Il marchio di Kriminal,Thriller,5.7,Average,92,Avg. Length Film
1968,La mariée était en noir,"Crime, Drama, Mystery",7.3,Excellent,107,Avg. Length Film
1968,Il mio corpo per un poker,Western,5.4,Average,103,Avg. Length Film
1968,La morte ha fatto l'uovo,Thriller,6.0,Average,86,Avg. Length Film
1968,Mustaa valkoisella,Drama,6.0,Average,95,Avg. Length Film
1968,Necronomicon - Geträumte Sünden,Horror,5.4,Average,84,Avg. Length Film
1968,Le pacha,"Crime, Drama",6.7,Average,90,Avg. Length Film
1968,Panic in the City,"Sci-Fi, Thriller",5.7,Average,97,Avg. Length Film
1968,Niente rose per OSS 117,"Action, Drama, Thriller",5.2,Average,105,Avg. Length Film
1968,Per 100.000 dollari t'ammazzo,Western,6.6,Average,92,Avg. Length Film
1968,Le petit baigneur,Comedy,6.6,Average,96,Avg. Length Film
1968,Preparati la bara!,"Western, Action",6.5,Average,92,Avg. Length Film
1968,A Pál utcai fiúk,Drama,7.9,Excellent,110,Avg. Length Film
1968,L'invincibile Superman,"Adventure, Sci-Fi",4.8,Average,102,Avg. Length Film
1968,Little Rita nel West,"Musical, Western",4.6,Average,90,Avg. Length Film
1968,Sedmoy sputnik,"Drama, War",7.5,Excellent,89,Avg. Length Film
