year,title,genre,avg_vote,movie_category,duration,length_category
1962,The Dungeon of Harrow,Horror,3.3,Average,86,Avg. Length Film
1962,The Brain That Wouldn't Die,"Horror, Sci-Fi",4.4,Average,82,Avg. Length Film
1962,Le signe du lion,Drama,7.3,Excellent,103,Avg. Length Film
1962,Los autómatas de la muerte,"Action, Sci-Fi, Thriller",3.7,Average,80,Avg. Length Film
1962,Blaze Starr Goes Nudist,Romance,3.5,Average,75,Avg. Length Film
1962,Caperucita y Pulgarcito contra los monstruos,"Comedy, Family, Fantasy",4.8,Average,82,Avg. Length Film
1962,Adorable menteuse,Comedy,6.6,Average,105,Avg. Length Film
1962,All Night Long,"Drama, Music",7.0,Excellent,91,Avg. Length Film
1962,Alyonka,Comedy,6.8,Average,86,Avg. Length Film
1962,Anima nera,Drama,6.4,Average,97,Avg. Length Film
1962,Arrivano i titani,"Action, Adventure, Fantasy",6.4,Average,110,Avg. Length Film
1962,Baron Prásil,"Adventure, Comedy, Fantasy",7.7,Excellent,83,Avg. Length Film
1962,El barón del terror,"Horror, Sci-Fi, Thriller",5.1,Average,77,Avg. Length Film
1962,Le bateau d'Émile,Drama,6.2,Average,98,Avg. Length Film
1962,The Boys,"Crime, Drama",7.2,Excellent,123,No Data
1962,Cash on Demand,"Crime, Drama, Mystery",7.4,Excellent,89,Avg. Length Film
1962,Le combat dans l'île,"Drama, Thriller",6.6,Average,104,Avg. Length Film
1962,Le crime ne paie pas,"Comedy, Crime, Drama",6.1,Average,159,No Data
1962,Dáblova past,Drama,7.6,Excellent,85,Avg. Length Film
1962,Devyat dney odnogo goda,Drama,7.6,Excellent,111,Avg. Length Film
1962,Le doulos,"Crime, Thriller",7.8,Excellent,108,Avg. Length Film
1962,La dénonciation,"Crime, Drama",6.9,Average,105,Avg. Length Film
1962,El hijo del capitán Blood,"Action, Adventure, History",5.3,Average,88,Avg. Length Film
1962,The Four Horsemen of the Apocalypse,"Drama, War",6.7,Average,153,No Data
1962,La furia di Ercole,Adventure,4.8,Average,97,Avg. Length Film
1962,Il giustiziere dei mari,"Action, Adventure, Crime",6.0,Average,90,Avg. Length Film
1962,La guerre des boutons,"Comedy, Family",7.4,Excellent,90,Avg. Length Film
1962,The Intruder,Drama,7.6,Excellent,84,Avg. Length Film
1962,"It's Trad, Dad!","Musical, Comedy",6.1,Average,78,Avg. Length Film
1962,Jules et Jim,"Drama, Romance",7.8,Excellent,105,Avg. Length Film
1962,Kogda derevya byli bolshimi,"Drama, Romance",7.7,Excellent,95,Avg. Length Film
1962,Kozara,"Drama, War",7.2,Excellent,124,No Data
1962,La Fayette,"Biography, Drama, History",6.2,Average,158,No Data
1962,Le prigioniere dell'isola del diavolo,"Action, Adventure, Drama",4.2,Average,86,Avg. Length Film
1962,Das Rätsel der roten Orchidee,"Crime, Mystery, Thriller",5.5,Average,84,Avg. Length Film
