year,title,genre,avg_vote,movie_category,duration,length_category
1947,Moss Rose,"Mystery, Thriller",6.9,Average,82,Avg. Length Film
1947,La perla,"Adventure, Drama, Romance",7.5,Excellent,85,Avg. Length Film
1947,California,"Romance, Western",6.2,Average,97,Avg. Length Film
1947,Copie conforme,"Comedy, Crime",6.8,Average,105,Avg. Length Film
1947,Le diable au corps,"Romance, Drama",7.0,Excellent,110,Avg. Length Film
1947,Dual Alibi,"Crime, Drama",6.9,Average,81,Avg. Length Film
1947,Fame Is the Spur,Drama,6.9,Average,116,Avg. Length Film
1947,The Mighty McGurk,"Action, Adventure, Comedy",6.3,Average,85,Avg. Length Film
1947,My Brother Talks to Horses,Comedy,6.0,Average,92,Avg. Length Film
1947,Non coupable,"Crime, Drama",7.4,Excellent,95,Avg. Length Film
1947,Los tres García,"Comedy, Romance",7.9,Excellent,118,Avg. Length Film
1947,¡Vuelven los García!,"Comedy, Romance",7.1,Excellent,113,Avg. Length Film
1947,The Thirteenth Hour,"Film-Noir, Mystery",6.6,Average,65,Avg. Length Film
1947,Admiral Nakhimov,"Biography, Drama, History",6.4,Average,89,Avg. Length Film
1947,Adventure Island,"Action, Adventure, Comedy",4.7,Average,66,Avg. Length Film
1947,Angel and the Badman,"Romance, Western",6.9,Average,100,Avg. Length Film
1947,Anjô-ke no butôkai,Drama,7.4,Excellent,89,Avg. Length Film
1947,Antoine et Antoinette,"Comedy, Drama",7.3,Excellent,78,Avg. Length Film
1947,Apache Rose,"Action, Music, Western",6.3,Average,75,Avg. Length Film
1947,The Arnelo Affair,"Crime, Drama, Film-Noir",5.7,Average,86,Avg. Length Film
1947,The Bachelor and the Bobby-Soxer,"Comedy, Romance",7.3,Excellent,95,Avg. Length Film
1947,Backlash,"Crime, Film-Noir, Mystery",6.1,Average,66,Avg. Length Film
1947,Banjo,"Drama, Family",5.9,Average,68,Avg. Length Film
1947,The Beginning or the End,"Biography, Drama, History",6.8,Average,112,Avg. Length Film
1947,Bells of San Angelo,Western,5.7,Average,78,Avg. Length Film
1947,Big Town After Dark,"Crime, Drama, Film-Noir",5.8,Average,69,Avg. Length Film
1947,The Bishop's Wife,"Comedy, Drama, Fantasy",7.6,Excellent,109,Avg. Length Film
1947,Black Gold,"Drama, History, Sport",6.4,Average,90,Avg. Length Film
1947,Black Narcissus,Drama,7.8,Excellent,101,Avg. Length Film
1947,The Black Widow,"Action, Adventure, Crime",5.8,Average,180,No Data
1947,Blackmail,"Action, Crime, Film-Noir",5.9,Average,67,Avg. Length Film
1947,Blaze of Noon,"Action, Drama",6.7,Average,90,Avg. Length Film
1947,Blind Spot,"Crime, Drama, Film-Noir",6.8,Average,73,Avg. Length Film
1947,Blonde Savage,"Action, Adventure, Fantasy",5.0,Average,62,Avg. Length Film
1947,Blondie in the Dough,Comedy,7.1,Excellent,69,Avg. Length Film
1947,Blondie's Anniversary,Comedy,6.9,Average,67,Avg. Length Film
1947,Blondie's Big Moment,Comedy,6.8,Average,69,Avg. Length Film
1947,Blondie's Holiday,Comedy,7.0,Excellent,67,Avg. Length Film
1947,Body and Soul,"Drama, Film-Noir, Sport",7.6,Excellent,104,Avg. Length Film
1947,Boomerang!,"Crime, Drama, Film-Noir",7.2,Excellent,88,Avg. Length Film
1947,Born to Kill,"Crime, Drama, Film-Noir",7.2,Excellent,92,Avg. Length Film
1947,Bowery Buckaroos,"Comedy, Music, Western",6.3,Average,66,Avg. Length Film
1947,The Brasher Doubloon,"Crime, Drama, Film-Noir",6.5,Average,72,Avg. Length Film
1947,Brute Force,"Crime, Drama, Film-Noir",7.6,Excellent,98,Avg. Length Film
